word,score
아끼고 위하는,2
아름다우며,2
아름다우며 멋들어지게,2
아름다운,2
아름다운 경지,2
아름다운 경치,2
아름다운 경치를,2
아름다운 글,2
아름다운 글귀,2
아름다운 글귀를,2
아름다운 깃,2
아름다운 뜻,2
아름다운 말과,2
아름다운 말과 글,2
아름다운 말이나,2
아름다운 말이나 글,2
아름다운 문장,2
아름다운 문장이라는,2
아름다운 사람을,2
아름다운 수식이,2
아름다운 여인의,2
아름다운 여자를,2
아름다운 영예,2
아름다운 영예를,2
아름다운 옷,2
아름다운 용모와,2
아름다운 용모와 자태,2
아름다운 이미지로,2
아름다운 일,2
아름다운 장식,2
아름다운 재목,2
아름다운 점,2
아름다운 태가,2
아름다운 태도,2
아름다운 털,2
아름다움,2
아름다움과,2
아름다움을,2
아름다움을 나타내는,2
아름다움을 살펴,2
아름다움을 추구하는,2
아름다움이나,2
아름다워,2
아름다워 눈으로,2
아름다워서,2
아름다워서 관상용으로,2
아름답거나,2
아름답게,2
아름답게 꾸며져,2
아름답게 꾸미고,2
아름답게 빛나고,2
아름답고,2
아름답고 고운,2
아름답고 고운 빛깔,2
아름답고 부드러운,2
아름답고 섬세하게,2
아름답고 예쁘게,2
아름답고 요염함,2
아름답고 정연하게,2
아름답고 훌륭한,2
아름답다,2
아름답다고 찬양하는,2
아름답다고 찬양함,2
아리땁다,2
아무 탈이 없고,2
아주 깨끗하다,2
아주 깨끗한,2
아주 다정하고,2
아주 당당하고,2
아주 뛰어나고,2
아주 맑고,2
아주 맑아지는,2
아주 멋지게,2
아주 시원스럽게,2
아주 알맞게,2
아주 야무지고,2
아주 온전한,2
아주 요긴한,2
아주 잘되다,2
아주 잘됨,2
아주 적절하게,2
아주 적절한,2
아주 좋고,2
아주 좋아서,2
아주 좋은,2
아주 즐겁고,2
아주 친하게,2
아주 친하다,2
아주 탐스러울,2
아주 튼튼하다,2
아주 화목하고,2
안전,2
안전한,2
알차고,2
알차고 실하게,2
앙 기모띠,2
애정 어린,2
애지석지,2
애지석지하다,2
애지중지,2
애지중지하다,2
야무지게,2
야무지고,2
야무지고 굳세게,2
야무지고 튼튼하게,2
야무지다,2
어린아이가 영리하고,2
어여뿌다,2
어여쁘다,2
어울려,2
어울리게,2
어울리게 알맞다,2
어울리고,2
어울리는,2
어울리다,2
어울리어,2
어울리어 친하다,2
어울리어 호화스럽다,2
어진,2
어진 마음으로,2
어진 사람,2
어진 선비를,2
어질고,2
어질고 지혜로우며,2
얼굴이 곱고,2
얼굴이 깨끗하여,2
얼굴이 말쑥하고,2
엄친아,2
없고 편하게,2
없이 순수한,2
엘리트하다,2
여기거나 즐기는,2
여기거나 즐기다,2
여옥기인,2
열광,2
열광하다,2
열렬한 사랑,2
열렬히,2
열렬히 좋아하는,2
염려가 없이,2
영광,2
영광스럽고,2
영광스럽고 훌륭하게,2
영광스럽고 훌륭하다,2
영광스럽다,2
영롱하다,2
영리하게,2
영리하고,2
영리하고 지혜롭다,2
영리한,2
영리해서,2
영웅,2
영특하고,2
예뻐지다,2
예쁘게,2
예쁘게 벌리고,2
예쁘게 벌리며,2
예쁘고,2
예쁘고 곱거나,2
예쁘다,2
예쁘다를,2
예쁘다를 예스럽게,2
예쁜,2
예쁜 데가,2
예의 바르다,2
예의 바른,2
오붓하게,2
오붓하게 오순도순,2
오순도순,2
온갖 정성을,2
온화하게,2
온화하게 웃다,2
온화하고,2
온화하고 공손하게,2
온화하고 기품이,2
온화하고 부드러우며,2
온화하다,2
온화한,2
온화한 기색이나,2
올바로,2
올바로 볼,2
올바르게,2
올바르게 있어,2
올바르고,2
올바르고 착하여,2
올바르다,2
올바른,2
올바른 깨달음,2
올바른 데가,2
올바른 도리,2
올바른 도리에,2
올바른 지혜로,2
올바른 품성을,2
올바름,2
옳거나,2
옳거나 좋다고,2
옳게,2
옳고,2
옳고 바르다,2
옳은 말로,2
완벽하다,2
완소,2
완전무결한,2
완전무결한 일을,2
완전한 조화를,2
완전한 지혜를,2
완전히 이기다,2
용감하게,2
용감하고,2
용감하고 씩씩하게,2
용감하다,2
용감히,2
용기가 뛰어나고,2
용렬하게,2
용렬하게 굴다,2
우러러,2
우러러 받들고,2
우수,2
우수하다,2
우수한,2
우아하게,2
우아하고,2
우아하다,2
우아함,2
우월성,2
우월하다,2
운이 좋게,2
웃는,2
웃는 모양,2
웃는 소리,2
웃다,2
웃다성글대다,2
웃으며,2
웃으면서,2
웃으면서 재미있게,2
웃을,2
웃을 만하다,2
원하는 대로,2
원활하여,2
월등히,2
월등히 훌륭하거나,2
웰빙,2
위대하다,2
위대한,2
위대한 사람,2
위엄 있고,2
위엄을,2
위엄을 보이거나,2
위엄이 있고,2
위엄이 있다,2
위트,2
유능하다,2
유능한,2
유능한 인재를,2
유리한,2
유명하다,2
유용하다,2
유용한,2
유용한 구석,2
유익하다,2
유익한,2
유익한 교훈,2
유지함,2
유창하게,2
유창한,2
유쾌감,2
유쾌하게,2
유쾌하게 웃는,2
유쾌하게 웃다,2
유쾌하고,2
유쾌하고 즐거운,2
유쾌하다,2
유쾌한,2
유쾌한 기분,2
유쾌한 기분이나,2
유쾌한 느낌이,2
유쾌함,2
유쾌히,2
으쓱,2
으쓱거리다,2
으쓱으쓱,2
으쓱으쓱하다,2
으쓱이다,2
으쓱하다,2
은총,2
은혜,2
은혜나,2
은혜나 행복,2
은혜롭다,2
은혜를,2
은혜를 갚거나,2
은혜를 거듭함,2
은혜를 배풂,2
은혜를 베풀,2
은혜를 베풀다,2
은혜를 베풀어서,2
은혜를 베풂,2
은혜를 입음,2
은혜에,2
은혜에 보답하는,2
은혜와,2
음식을 맛있게,2
의가 좋다,2
의가 좋음을,2
의로운,2
의로운 마음,2
의로운 일,2
의롭다,2
의지가 굳세고,2
의합하다,2
이득,2
이득을,2
이득이나,2
이듬해에 풍년이,2
이로우며,2
이롭거나,2
이롭게,2
이롭게 쓰다,2
이롭게 쓰이다,2
이롭게 하는,2
이롭게 하려고,2
이쁘다,2
이쁘장스럽다,2
이쁜,2
이성적,2
이성적인,2
이익,2
이익을,2
이익을 보는,2
이익을 얻는,2
이익을 얻다,2
이익을 얻음,2
이익이,2
이익이 될,2
이익이 될만한,2
이쪽저쪽으로 귀엽게,2
이치가 깊고,2
이치를 깨닫거나,2
이치를 깨닫다,2
이치를 깨달아,2
이치를 아는,2
이치에 맞게,2
이치에 밝다,2
이치에 밝아서,2
이타적인,2
인기가 있다,2
인기있는,2
인기있다,2
인정되거나,2
인정되거나 합격하다,2
인정받는,2
인정이 두텁다,2
인정있다,2
인품이 고결,2
일솜씨가 뛰어나거나,2
일을 이루거나,2
일을 해결하거나,2
일을 해내다,2
일을 해낼,2
일이 순조롭게,2
일이 잘되게,2
일이 잘되도록,2
일이 잘되어,2
일품이다,2
입가에 웃음이,2
입담 좋게,2
입을 예쁘게,2
자꾸 귀엽게,2
자꾸 흡족하게,2
자랑스럽다,2
자비가 넓고,2
자상하게,2
자상하다,2
자애로,2
자애를,2
자애를 베푸는,2
작고 귀여운,2
잘 가다듬어,2
잘 간직하여,2
잘 다듬어져,2
잘 다스려,2
잘 다스리는,2
잘 다스림,2
잘 대우하다,2
잘 대우하여,2
잘 들다,2
잘 먹거나,2
잘 먹거나 마시다,2
잘 먹다,2
잘 먹음으로써,2
잘 받아,2
잘 보살펴,2
잘 사귀는,2
잘 살려,2
잘 살핌,2
잘 아는,2
잘 알다,2
잘 알아,2
잘 알아서,2
잘 어울려,2
잘 어울리는,2
잘 어울리다,2
잘 어울리어,2
잘 어울림,2
잘 여문,2
잘 여물다,2
잘 이끌어,2
잘 익거나,2
잘 익다,2
잘 있는,2
잘 자라게,2
잘 정돈되어,2
잘 조화되어,2
잘 지내거나,2
잘 지켜,2
잘 진행되다,2
잘 진행되어,2
잘 짓는,2
잘 처리되다,2
잘 처리하다,2
잘 팔리다,2
잘 해낼,2
잘되고,2
잘되다,2
잘되어,2
잘되어 가게,2
잘되어 가는,2
잘되어 가다,2
잘된,2
잘된 것을,2
잘된 작품,2
잘될,2
잘될 가능성이,2
잘됨,2
잘먹다,2
잘못되지 아니하도록,2
잘생겨,2
잘생겨 보기에,2
잘생기다,2
잘하는,2
잘하는 것이,2
잘하는 능력이,2
잘하다,2
잘한,2
잘한 일을,2
잘해,2
잘해 나가다,2
잘해 내는,2
장엄한,2
장점,2
장점을,2
장점이다,2
장하다,2
재미,2
재미가 있어,2
재미있게,2
재미있는,2
재미있는 국면,2
재미있는 말을,2
재미있는 일을,2
재미있다,2
재밌는,2
재주가 뛰어나고,2
재주가 뛰어나다,2
재주가 뛰어난,2
재주가 뛰어남,2
재질이 뛰어나고,2
재치가 있다,2
적절한,2
적절히,2
절친,2
젊은,2
점잖게,2
점잖고,2
점잖고 엄숙하게,2
점잖다,2
점잖은,2
점잖은 사람,2
점잖이,2
정겹고,2
정겹고 고분고분하게,2
정겹고 고분고분하다,2
정겹다,2
정교하고 아름답다,2
정다운,2
정다운 이야기,2
정답게,2
정답게 안는,2
정답게 웃는,2
정답게 웃다,2
정답게 이르는,2
정답게 이야기하거나,2
정답게 자꾸,2
정답게 주고받다,2
정답게 지내는,2
정답게 지저귀다,2
정답게 지저귐,2
정답게 흘러가는,2
정답고,2
정답고 귀엽게,2
정답고 포근하게,2
정답고 환하게,2
정답다,2
정성으로,2
정이 두텁고,2
정이 두텁다,2
정정당당하다,2
정정당당한,2
정정당당한 태도로,2
정조가 굳고,2
정중하다,2
제법 예쁜,2
제일 잘하다,2
조화,2
조화되어,2
조화된,2
조화된 자세를,2
조화로운,2
조화로움,2
조화롭고,2
조화롭고 포괄적인,2
조화롭다,2
조화를,2
조화를 이루다,2
조화를 이루도록,2
조화시키고,2
조화시키고 창조하는,2
존경받는,2
존경받는 벗,2
존경받다,2
존경스럽거나,2
존경스럽거나 사랑스러운,2
존경의,2
존경의 뜻을,2
존경하는,2
존경하는 마음으로,2
존경하는 사람,2
존경할 만한,2
존귀하고,2
존귀한,2
존귀한 사람이라는,2
존귀한 성과,2
존대를,2
존예,2
존잘,2
존중할 만하다,2
좋거나,2
좋거나 아름답다고,2
좋거나 훌륭하다,2
좋게,2
좋게 고치기,2
좋게 고치다,2
좋게 꼴로,2
좋게 나서서,2
좋게 나아가다,2
좋게 되다,2
좋게 만들다,2
좋게 만들어지다,2
좋게 발전할,2
좋게 생각하여,2
좋게 여기는,2
좋게 여기다,2
좋게 여김,2
좋게 탐스러운,2
좋게 탐스럽다,2
좋게 퍼져서,2
좋게 평가하여,2
좋게 하다,2
좋고,2
좋고 굉장하게,2
좋고 옳은,2
좋다,2
좋다고,2
좋다고 판단하여,2
좋도록 주선하는,2
좋도록 주선하다,2
좋아,2
좋아 보이거나,2
좋아서,2
좋아서 탐스러운,2
좋아지내다,2
좋아지다,2
좋아하거나,2
좋아하거나 즐기다,2
좋아하고,2
좋아하는,2
좋아하는 것,2
좋아하는 기운,2
좋아하는 대상,2
좋아하는 마음,2
좋아하는 마음이,2
좋아하다,2
좋아하여,2
좋아하여 애착을,2
좋아함,2
좋아해,2
좋으면,2
좋은,2
좋은 결과나,2
좋은 경치,2
좋은 경치를,2
좋은 곳,2
좋은 곳을,2
좋은 과보,2
좋은 기회나,2
좋은 기회를,2
좋은 길로,2
좋은 내용을,2
좋은 냄새와,2
좋은 느낌,2
좋은 느낌을,2
좋은 대책과,2
좋은 대책을,2
좋은 데가,2
좋은 말글,2
좋은 맛,2
좋은 반응이,2
좋은 복장,2
좋은 사람,2
좋은 산과,2
좋은 상태로,2
좋은 생각이,2
좋은 석탄을,2
좋은 성과를,2
좋은 시절,2
좋은 옷을,2
좋은 운수,2
좋은 운수를,2
좋은 유전,2
좋은 음식,2
좋은 음식을,2
좋은 일,2
좋은 일을,2
좋은 일이,2
좋은 점이나,2
좋은 특성,2
좋은 풍채,2
좋은 풍채를,2
좋은 향기가,2
좋은 황금을,2
좋은일하기운동,2
좋을,2
좋을 정도라서,2
좋을 정도로,2
좋음,2
좋음을,2
좋음을 이르는,2
주무르기 좋게,2
중생을 이롭게,2
중요하게 여겨,2
중요한 대목,2
중히 여기는,2
즐거운,2
즐거운 감정,2
즐거운 감정을,2
즐거운 느낌이나,2
즐거운 일,2
즐거운 일을,2
즐거운 표정으로,2
즐거움,2
즐거움과,2
즐거움과 만족을,2
즐거움과 행복을,2
즐거움을,2
즐거움을 나누다,2
즐거움을 주는,2
즐거움이,2
즐거움이 큼을,2
즐거워,2
즐거워하다,2
즐거워한다는,2
즐거워한다는 뜻으로,2
즐거워함,2
즐거음을 주는,2
즐겁게,2
즐겁게 누리거나,2
즐겁게 여기다,2
즐겁게 웃는,2
즐겁게 지내다,2
즐겁게 하거나,2
즐겁게 하는,2
즐겁게 하다,2
즐겁게 함,2
즐겁고,2
즐겁고 기쁘게,2
즐겁고 기쁘다,2
즐겁고 기쁜,2
즐겁고 상쾌하게,2
즐겁고 상쾌한,2
즐겁고 시원하여,2
즐겁고 유쾌한,2
즐겁고 좋은,2
즐겁고 평화로움,2
즐겁다,2
즐겨,2
즐겨 부를,2
즐기고,2
즐기기,2
즐기기 위하여,2
즐기는,2
즐기는 마음,2
즐기는 사람,2
즐기는 생활,2
즐기는 성향이,2
즐기는 자리,2
즐기다,2
즐기며,2
즐기며 놀리거나,2
즐김,2
지극한 정성으로,2
지적이다,2
지적인,2
지혜,2
지혜가,2
지혜가 뛰어나다,2
지혜가 뛰어남,2
지혜가 많은,2
지혜가 밝다,2
지혜로,2
지혜로부터,2
지혜로써,2
지혜롭고,2
지혜롭고 밝은,2
지혜롭다,2
지혜를,2
지혜를 성취함,2
지혜를 아울러,2
지혜를 얻어,2
지혜와,2
지혜의,2
지혜의 힘,2
지혜이다,2
진국이다,2
진귀하고,2
진귀하고 맛있는,2
진리를 깨달아,2
진리와 아름다움,2
진취적이다,2
착실하다,2
착실한,2
착하고,2
착하고 훌륭한,2
착하다,2
착하여,2
착하여 도덕적,2
착한,2
착한 마음을,2
착한 벗이,2
착한 사람을,2
착한 행실을,2
착함을 좋아하는,2
찬란하거나,2
찬란하거나 화려하다,2
찬란하거나 화려함,2
찬란하다,2
찬미하는,2
찬미하는 노래,2
찬미한,2
찬미한 글,2
찬양,2
찬양하는,2
찬양하는 뜻으로,2
찬양하다,2
찬양함,2
찬칭하다,2
찬탄하고,2
찬탄하는,2
찬탄하는 노래,2
찬탄하는 의미로,2
찬탄하여,2
찬탄한,2
찬탄한 글,2
찬한 사람의,2
참다운,2
참다운 경지,2
참다운 지혜로,2
참답게,2
참되고,2
참되고 성실한,2
참되고 순결한,2
참되고 올바르다,2
참되고 지극할,2
참되고 착실하다,2
참된,2
참된 가르침,2
참된 도리,2
참된 뜻에,2
참된 마음,2
참된 모습을,2
참된 인간,2
참된 증거,2
참된 지혜로부터,2
참신한,2
참실하다,2
창의적이다,2
책임감 있는,2
청결하다,2
청결한,2
총명하고,2
최고,2
최고 품질,2
최고급,2
최고의,2
최고의 경지에,2
최고의 아름다움,2
최상급,2
최상의,2
최상의 것,2
축복,2
축복하다,2
축하,2
축하하거나,2
축하하거나 기리는,2
축하하거나 찬양하는,2
축하함,2
출려,2
출세시켜,2
출세시켜 준,2
출세하여,2
충성스러운,2
충족되어,2
취직하다,2
친근하고,2
친근하고 존경스럽거나,2
친근하다,2
친밀하게,2
친밀하게 여기거나,2
친밀하게 지내는,2
친밀하게 하다,2
친밀한,2
친밀한 사이를,2
친밀함,2
친밀히,2
친밀히 사랑하다,2
친밀히 사랑함,2
친애,2
친애롭다,2
친애하다,2
친절,2
친절하게,2
친절하다,2
친절한,2
친절한 마음씨,2
친하게,2
친하게 지내는,2
친하게 지내다,2
친하다,2
친한,2
친한 사람,2
친화적인,2
칠칠한,2
칭송하는,2
칭송하는 말,2
칭송할,2
칭송할 때,2
칭송함,2
칭양하다,2
칭예하다,2
칭찬,2
칭찬받다,2
칭찬을,2
칭찬을 받을,2
칭찬하고,2
칭찬하다,2
칭찬하여,2
칭찬하여 말하다,2
칭찬할 만한,2
칭찬함,2
쾌활하다,2
쾌활한,2
크게 감동이,2
크게 감동하는,2
크게 감동하다,2
크게 감동함,2
크게 감탄할,2
크게 웃는,2
크게 칭찬하여,2
크게 칭찬함,2
크고 너그럽다,2
크고 아름답다,2
큰 공덕이,2
큰 덕,2
큰 성과가,2
큰 수익을,2
큰 재주,2
큰 칭찬,2
킹왕짱,2
탁월하다,2
탄복하다,2
탄복할,2
탄복할 만하다,2
탄복함,2
탐스러운,2
탐스러운 데가,2
탐스러운 모양,2
탐스러울,2
탐스러울 정도로,2
탐스럽게,2
탐스럽게 웃다,2
탐스럽게 쥐거나,2
탐스럽게 피어나는,2
탐스럽고 귀엽게,2
탐스럽고 복스러운,2
탐스럽다,2
통쾌,2
통쾌하다,2
특권,2
편리,2
편리성,2
편리하고,2
편리하다,2
편안,2
편안하게,2
편안하게 다스림,2
편안하고,2
편안하고 고요하게,2
편안하고 고요함,2
편안하고 조용한,2
편안하고 한가하게,2
편안하다,2
편안한,2
편안한 느낌,2
편안한 느낌이,2
편안한 삶을,2
편안히,2
편안히 잔다는,2
편안히 지냄을,2
편안히 하다,2
편하게,2
편하게 되다,2
편하게 하다,2
편하고,2
편하고 순조롭게,2
편하고 이로우며,2
편하다,2
편한,2
편한 마음으로,2
편히,2
편히 가지다,2
편히 가짐,2
평안하다,2
평안하여,2
평안한,2
평안한 마음으로,2
평안함,2
평안히,2
평안히 지내다,2
평안히 지냄,2
평온,2
평온무사,2
평온무사하다,2
평온하다,2
평온히,2
평탄하다,2
평화로운,2
평화로운 상태가,2
평화로움,2
평화롭게,2
평화롭게 지내자고,2
평화롭다,2
품질이 우수한,2
품질이 좋고,2
품질이 좋은,2
품행이 뛰어난,2
풍년이,2
풍년이 들,2
풍성하고 아름답게,2
풍성하고 아름답다,2
풍채가 훤하여,2
풍치가 있고,2
하드캐리,2
학문이 뛰어난,2
학식이 뛰어나,2
학식이 아주 뛰어나고,2
한결같은,2
한결같은 사랑으로,2
한결같이 부지런하고,2
함께 기뻐하는,2
행동을 시원스럽게,2
행동의 아름다움,2
행동이 반듯하고,2
행동이 발라서,2
행동이 번듯하고,2
행동이 시원스럽다,2
행동이 씩씩하고,2
행동이 점잖은,2
행동이 활달하고,2
행복,2
행복감,2
행복스럽다,2
행복을,2
행복을 함께,2
행복하다,2
행복한,2
행복한 생활을,2
행복한 처지나,2
행실이 깨끗하게,2
행우하다,2
행운을,2
행운을 누림,2
헌식적이다,2
헌신적,2
헌신적인,2
혁신,2
현명한,2
호감,2
호감갖다,2
호감있다,2
호감정,2
호감하다,2
호강하다,2
호의,2
호의나,2
호의나 도움,2
호화롭고,2
호화롭고 편안한,2
화기애애한,2
화기애애한 때를,2
화목하게,2
화목하고,2
화목하고 화기애애한,2
화목하다,2
화목한,2
화목한 분위기가,2
화목함,2
화사하다,2
화창하여,2
화창한,2
화창한 봄날에,2
화창한 봄날의,2
환성을,2
환성을 올리며,2
환성을 울리며,2
환영하다,2
환하게,2
환하게 깨끗하다,2
환하게 맑다,2
환하게 빛나며,2
환하게 알고,2
환하게 웃는,2
환하게 웃다,2
환하게 자꾸,2
환하고,2
환하고 부드럽게,2
환하고 좋아,2
환하다,2
환한,2
환한 모양,2
환함,2
활기,2
활기 있는,2
활기 있다,2
활기가,2
활기가 있는,2
활기가 있다,2
활기를,2
활기를 띠게,2
활기에 찬,2
활달하고,2
활달하고 서글서글한,2
활발하고,2
활발하고 생기가,2
활발하다,2
활발한,2
활발한 모양,2
황송한,2
황홀,2
황홀감,2
황홀하다,2
효도를 다하다,2
효도하다,2
훈훈하다,2
훌륭하거나,2
훌륭하거나 굉장하다,2
훌륭하거나 남에게,2
훌륭하거나 뛰어나,2
훌륭하거나 좋거나,2
훌륭하게,2
훌륭하고,2
훌륭하고 갸륵한,2
훌륭하고 뛰어난,2
훌륭하고 바른,2
훌륭하고 아름다움,2
훌륭하다,2
훌륭한,2
훌륭한 것이나,2
훌륭한 경치,2
훌륭한 글,2
훌륭한 기술,2
훌륭한 도,2
훌륭한 마음가짐,2
훌륭한 부처의,2
훌륭한 사람,2
훌륭한 사람의,2
훌륭한 업적이나,2
훌륭한 예술,2
훌륭한 음식,2
훌륭한 이야기,2
훌륭한 인격이나,2
훌륭한 인물,2
훌륭한 인물이,2
훌륭한 인물이나,2
훌륭한 인재,2
훌륭한 일을,2
훌륭한 재능,2
훌륭한 저서,2
훌륭한 집안,2
훌륭한 특성,2
훌륭한 품성,2
훌륭한 품위,2
훌륭한 행실을,2
훤칠,2
훤칠하다,2
훤하여 훌륭하다,2
휼륭한 소리나,2
흐름이 순탄하게,2
흐름이 적절하게,2
흐뭇하거나,2
흐뭇하게,2
흐뭇하게 하다,2
흐뭇하고,2
흐뭇하고 가뿐하게,2
흐뭇하고 가뿐하다,2
흐뭇하고 가뿐한,2
흐뭇하고 기쁘게,2
흐뭇하고 기쁘다,2
흐뭇하고 만족스러운,2
흐뭇하고 만족스럽다,2
흐뭇하고 즐겁게,2
흐뭇하고 즐겁다,2
흐뭇하고 흡족하다,2
흐뭇하고 흡족한,2
흐뭇하다,2
흐뭇하여,2
흐뭇한,2
흐뭇한 듯이,2
흐뭇한 맛,2
흐뭇할,2
흐뭇할 정도로,2
흐뭇함,2
흔모,2
흔모하다,2
흔히 기쁜,2
흠모,2
흠모하다,2
흠애,2
흠애하다,2
흡만하다,2
흡족,2
흡족하게,2
흡족하게 웃는,2
흡족하다,2
흡족하여,2
흡족한,2
흡족한 마음이나,2
흥감,2
흥감스럽다,2
흥감스레,2
흥감하다,2
흥겨운,2
흥겨운 멋이나,2
흥겨운 멋이나 기분,2
흥겨운 신이나,2
흥겹게,2
흥겹게 놀리며,2
흥겹게 느끼다,2
흥겹게 느낌,2
흥겹게 타는,2
흥겹고,2
흥겹고 귀엽게,2
흥겹다,2
흥에,2
흥에 겨워,2
흥이,2
흥이 나서,2
흥취,2
흥취 있게,2
흥하다,2
흥행,2
흥행되다,2
흥행작,2
흥행하다,2
흥행화하다,2
희락,2
희희낙락,2
희희낙락거리다,2
희희낙락대다,2
희희낙락하다,2
희희호호,2
힘이 강하다,2
힘이 기운차게,2
힘차게,2
힘차게 진행되는,2
힘차고,2
힘차고 대단한,2
힘차고 튼튼하다,2
힘차다,2
힘찬,2
힘찬 기운이,2
섹시하다,2
원더풀,2
쾌적,2
쾌적한,2
쾌적하다,2
함박웃음,2
(-;,1
(^^),1
(^-^),1
(^^*,1
(^_^),1
(^o^),1
*^^*,1
/^o^\,1
:(,1
:'-(,1
:-(,1
:-),1
:|,1
;,1
;),1
;-),1
^///^,1
^^,1
^^//,1
<3,1
=),1
XD,1
ㄱㅅ,1
ㄱㅇㄷ,1
가격이 싸다,1
가까이 사귀어,1
가까이하다,1
가다듬어,1
가다듬어 수습하는,1
가다듬어 수습하다,1
가다듬어 정하다,1
가당히,1
가뜬하게,1
가라앉혀 바로잡다,1
가르치며,1
가르침,1
가벼운 마음으로,1
가볍게 웃다,1
가볍고,1
가볍고 보드랍게,1
가분가분,1
가분히,1
가뿐가뿐,1
가뿐가뿐하다,1
가뿐가뿐히,1
가뿐하게,1
가뿐하다,1
가뿐한,1
가뿐한 느낌,1
가뿐한 느낌이,1
가뿐히,1
가장 중요한,1
가지런하게 하는,1
가지런하게 하다,1
가지런하다,1
가치,1
가치가,1
가치있는,1
각별나다,1
각별하다,1
간직하다,1
감각적이다,1
감당하다,1
감동시킬,1
감동시킬 만한,1
감모,1
감싸고,1
감정이 북받쳐,1
강렬하게,1
강세,1
강인하다,1
강하게,1
강하게 하다,1
강하고,1
강하다,1
강화하다,1
갖추다,1
개선하고,1
개성,1
개성있는,1
개성있다,1
갠소,1
갸륵한,1
갸륵한 데가,1
갸름하다,1
거리낌 없이,1
거짓 없다,1
거짓없다,1
거침없이,1
거침이 없는,1
걱정이 없는,1
건강에 긍정적인,1
건둥건둥,1
건둥건둥하다,1
검소하다,1
겉면이 매끄럽고,1
겉모양의 아름다움과,1
격려되다,1
격려하다,1
격식에 맞아,1
견고하다,1
견디어 내다,1
견줄 수 없을 정도로,1
결점이 없도록,1
겸손하게,1
겸손하게 이르는,1
겸손하고,1
경건한,1
경험이 많고,1
고상하고,1
고상한 남자,1
고상한 이야기,1
고요하게,1
고요하게 함,1
고요하고,1
고요함,1
고요해짐,1
고쳐,1
고쳐 세우다,1
고쳐 지음,1
고쳐 짓다,1
고치다,1
곧게,1
곧게 되다,1
곧고,1
곧고 올바름,1
곧다,1
곧장 나아가다,1
곳에서 평안히,1
공덕이 있는,1
공로에,1
공로와,1
공로와 업적,1
공손하다,1
공정한,1
공평하다,1
공평하여,1
공평하여 어느,1
공평함,1
관계가 맺어지다,1
관계를 맺다,1
관광할 만한,1
관능적이다,1
관심을 가짐,1
관심을 기울이다,1
관심이 있다,1
관심이나,1
관심이나 흥미,1
괜찮거나,1
괜찮고,1
괜찮다,1
괴로움을 없애,1
괴롭지 아니하여,1
교묘하게,1
교양,1
교양과,1
교양이 있다,1
교양이 있어,1
교육적인,1
교통을 허락하다,1
교통이 허락되다,1
교화하고,1
교훈,1
구경하며 즐기다,1
구구함이나 연연함이 없다,1
구김살 없이,1
구김살이 없다,1
구김살이 없이,1
구성지고,1
구원하다,1
구원한,1
구원한 일,1
구제함,1
구차하지 않다,1
군소리 없이,1
굳게,1
굳게 맹세하다,1
굳게 믿다,1
굳고 행실이,1
굴복하지 않고,1
굽히지 아니하고,1
굿,1
궐기할,1
궐기할 것을,1
귀염을 받는,1
귀하게 되어,1
귀하게 될,1
규모가 크고,1
그러하다,1
그럴듯하다,1
그럴싸하다,1
그렇게 되리라는,1
그렇게 인정받는,1
그리운,1
그리운 마음이,1
그리움,1
그리웁다,1
그리워지다,1
그리워하거나,1
그리워하거나 좋아하는,1
그리워하거나 좋아하다,1
그리워하다,1
그리워함,1
그립다,1
그윽하고,1
그윽하고 평온하다,1
극락,1
극복하고,1
극복하다,1
근본에 맞는,1
긍정,1
긍정적,1
기대,1
기대가,1
기대가 가득하다,1
기대된다,1
기대를 받다,1
기대하다,1
기름진 땅,1
기리어,1
기막히다,1
기모띠,1
기반이 튼튼하게,1
기반이 튼튼하다,1
기부하다,1
기예에 통달하여,1
기풍,1
긴장을 해소하려,1
길미,1
길을 찾아내다,1
깊고 중대한,1
깊은 이치나,1
깊이 있고,1
까다롭지 아니하다,1
깜찍하게,1
깜찍하게 까딱거리는,1
깜찍하게 생긴,1
깜찍하고,1
깜찍하고 트인,1
깜찍하다,1
깜찍하면서도,1
깨끗이,1
깨끗이 하다,1
깨끗이 함,1
깨끗하게,1
깨끗하게 다듬고,1
깨끗하게 하다,1
깨끗하고 깔끔한,1
깨끗하고 순진하게,1
깨끗한 사람,1
깨닫거나,1
깨닫게,1
깨닫게 하거나,1
깨닫고자,1
깨닫는,1
깨닫는 경지에,1
깨닫다,1
깨달아,1
깨달아 알게,1
깨달아 알다,1
깨달아 얻음,1
깨달은 상태,1
깨달음,1
깨달음을,1
깨달음을 얻고,1
깨달음의,1
깨달음의 지혜이다,1
깨알같다,1
깨우쳐,1
깨우쳐 주고,1
꼭 맞다,1
꼭 알맞다,1
꼼꼼하게,1
꼼꼼하게 자세히,1
꼼꼼하고,1
꼼꼼하다,1
꼿꼿하며,1
꾸민,1
꾸밈을 화려하게,1
꾸밈이 없음,1
꾸밈이 없이,1
꾸준하게,1
꾸준하게 일하거나,1
꾸준하게 행동하다,1
꿀잼,1
꿋꿋하다,1
꿋꿋한,1
꿋꿋한 모양,1
끈기,1
끌다,1
끌리도록,1
끝까지 변함없이,1
ㄳ,1
나긋나긋이,1
나쁘지 않고,1
나서는 힘,1
나아가게,1
나아가게 하다,1
나아지게,1
난리나다,1
날뛰다,1
날뜀,1
